,comfort,surprise,anxiety,calmness,boredom,ECG_Rate,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,EDA_Phasic_Mean,EDA_Phasic_Std,EDA_Tonic_Mean,EDA_Tonic_std,SCR_Onsets,SCR_Magnitude,SCR_Amplitude_Mean,SCR_RiseTime_Mean,SCR_RecoveryTime_Mean,Pupil_Mean,Pupil_Std,s_id,t_id
6,1.841137171,0.3444816172,0.3227424622,1.556856155,0.8913043737,88.09038626,20.19900988,681.8823529,30.53252846,20.8614477,0.1215758979,0.2826597464,0.3003853685,0.2167790683,0.1666666667,0.9303703935,0.000620246929,0.0004213333333,0.0002026666667,27.88518796,2.047885008,P24,7
7,1.809364557,0.4498327672,0.3963210583,1.623745799,0.8444815874,88.00487167,15.73107328,682.5,29.75007003,15.94275474,-0.007814053574,0.3624230188,0.08602495718,0.3883096402,0.08333333333,1.165386152,0.0007769241015,0.0002293333333,0.0003626666667,27.25703813,1.279590057,P24,7
8,1.78093648,0.2290969938,0.4331103563,1.538461566,0.9096990228,91.58981794,14.69693846,655.0588235,21.33210781,15.17893277,0.2896782811,0.4962403173,0.7736672107,0.3121628482,0.1666666667,1.315764125,0.001282169603,0.000704,0.00072,27.06604042,1.55662766,P24,7
9,1.637123704,0.2224080265,0.356187284,1.531772614,0.9832776189,89.56451017,18.86796226,671.5294118,33.87867627,19.47990417,0.007031136613,0.122159339,-0.03007368819,0.4366091613,0.08333333333,0.8193787939,0.0005462525292,0.0002133333333,0.0001706666667,27.49796303,1.518314781,P24,7
10,1.745819449,0.2926421463,0.306020081,1.545150518,0.9866220951,90.82427549,13.56465997,661.1764706,17.4220955,13.97139936,0.02593008997,0.5322733616,-0.2274743261,0.07838392608,0.08333333333,1.322212427,0.0008814749511,0.0002346666667,0.0003253333333,27.28688758,1.41571023,P24,7
11,1.85117054,0.3578595221,0.4966555238,1.657190681,0.9498327971,91.10681634,13.01582747,658.2222222,18.77280748,13.33725433,0.1265913943,0.5580813072,0.2857518857,0.2895708741,0.08333333333,0.8496403114,0.0005664268743,0.00024,0.000288,27.59279154,1.895077091,P24,7
12,1.807692289,0.3511705697,0.3578595221,1.553511739,0.6488294601,89.52641015,14.83239697,667.7647059,17.69014348,14.88623525,0.08115458997,0.1989169855,0.2431160473,0.2444463027,0.1666666667,1.136616363,0.0009047011086,0.000528,0.000272,26.99475625,1.617501993,P24,7
13,1.744147182,0.5217391253,0.4080267549,1.623745799,1.133779287,92.58116687,14.56021978,647.0588235,20.5683938,14.8144074,0.08175508195,0.3479293073,0.03723377891,0.04689601369,0.08333333333,1.224250126,0.0008161667504,0.0002186666667,0.001072,28.09261002,2.031133818,P24,7
14,1.729097009,0.3311036825,0.4113712311,1.548494935,0.7290970087,91.86338823,17.32050808,650.8235294,24.32137767,17.88108871,0.03496800507,0.281163881,-0.5109884671,0.01855309019,0.25,1.06396033,0.001183003195,0.002405333333,0.002026666667,27.79072583,1.645260459,P24,7
15,1.795986652,0.3461538553,0.5618728995,1.540133834,0.60535115,93.89570988,13.7113092,639.0588235,18.08476772,14.15156057,0.1321590847,0.3572430893,-0.7074058255,0.3797483586,0.25,1.098090675,0.0008952633488,0.001237333333,0.001104,27.82743571,1.874768502,P24,7
16,1.774247527,0.337792635,0.4531772435,1.608695626,0.9364548326,95.09067444,13.44268881,631.5555556,15.8753313,13.85640646,0.2020457168,0.2620102385,-1.224851136,0.1489513132,0.08333333333,0.9154819274,0.0006103212849,0.0002186666667,0.000208,28.4595879,2.573642583,P24,7
17,1.826086998,0.2926421463,0.2943143845,1.513377905,1.030100346,69.38674853,10.58300524,635.0769231,13.67760663,10.49097736,0.02109501869,0.3967273116,-1.523622052,0.9160930133,0.08333333333,1.471706822,0.0009811378816,0.000288,0.000144,19.66762058,11.86132134,P24,7
1,1.911371231,0.2742474973,0.143812716,1.550167203,0.6488294601,85.5657673,22.81519961,704.5,36.30610601,23.59015129,0.129173968,0.3568786534,0.8111999407,0.1223859342,0.1666666667,1.096144276,0.0009588783941,0.0003946666667,0.0002986666667,29.13190105,2.324392402,P24,8
2,1.794314384,0.3110367954,0.3578595221,1.516722441,0.5635451674,90.77941696,12.42388591,659.5555556,26.3510737,12.34789813,0.3015940778,0.5158795031,0.3616930889,0.3746217165,0.25,1.936011109,0.001795543873,0.0008053333333,0.0003148765844,29.16238154,2.720369997,P24,8
3,1.939799309,0.2190635502,0.1354515105,1.431438088,0.924749136,92.32519177,15.40053475,650.2222222,24.20392665,15.80766754,0.04097167085,0.204846894,-0.02014769504,0.608431387,0.08333333333,0.7655295416,0.0005103530277,0.0002186666667,9.60E-05,28.76547566,1.571819778,P24,8
4,1.844481587,0.2290969938,0.2257525027,1.612040162,0.7391304374,94.45376119,12.87039466,635.5555556,17.18488468,13.12384449,-0.1445347486,0.3946902048,0.3341443566,0.1764631316,0.1666666667,0.975109111,0.001108061461,0.001621333333,0.0006133333333,28.0843232,1.800518628,P24,8
5,1.903010011,0.265886277,0.1538461596,1.536789298,0.6270902753,91.95046874,14.90361188,652.8888889,15.79608622,15.29321264,-0.09390021763,0.3143076665,0.4084661155,0.2207047242,0.1666666667,1.230322773,0.0008731409625,0.000432,0.0001546666667,28.46973403,2.189972541,P24,8
6,1.85953176,0.3010033369,0.2809364498,1.531772614,1.125418067,92.99552752,12.9614814,644.7058824,19.19558773,13.34666001,0.116910759,0.4692824793,-0.02138123841,0.43074121,0.25,1.188883069,0.001279995709,0.000688,0.0004,29.04691501,2.751119234,P24,8
7,1.841137171,0.3678929806,0.2625418007,1.52675581,0.9498327971,92.24807734,13.56465997,652.2352941,15.77786983,13.97139936,0.02190497666,0.20679916,0.3712452449,0.4226918333,0.1666666667,0.9271033212,0.0009292967511,0.000448,0.0002826666667,28.16211523,1.435265571,P24,8
8,1.89464879,0.337792635,0.2023411393,1.536789298,0.6404682398,92.65095471,11.13552873,648,9.38083152,11.3959057,-0.09499322626,0.2423115241,0.8556745621,0.1977519506,0.08333333333,0.988740216,0.000659160144,0.000224,0,28.77156828,2.018137119,P24,8
9,1.876254201,0.3327759206,0.409698993,1.528428078,0.9481605291,90.07208777,18.54723699,668.7058824,25.30752039,19.04380914,-0.07713041707,0.3212529685,-0.2430997396,0.181316565,0.1666666667,0.7778997911,0.0005448179353,0.0003786666667,0.0004213333333,29.85258936,2.46233717,P24,8
10,1.752508402,0.2107023448,0.3645485044,1.586956501,0.9749163985,88.04288834,14,679.5294118,26.4530661,13.69184672,0.12952162,0.4644974947,0.6479873214,0.2346483967,0.1666666667,1.042034095,0.001041110039,0.00048,0.0002506666667,28.86288252,2.113620341,P24,8
11,1.879598618,0.23244147,0.3110367954,1.565217376,1.055183887,88.86193808,14.83239697,676.2352941,13.89032672,15.09966887,-0.02896587943,0.2900134019,0.1399029655,0.551226566,0.1666666667,1.193200501,0.001037789015,0.0004213333333,0.0002561707805,28.00098803,1.655141942,P24,8
12,1.867892981,0.2391304374,0.3411371112,1.588628769,1.015050173,88.40003399,19.6977156,679.0588235,26.81527221,20.17919721,0.1427703517,0.5392114967,1.170509892,0.4640241194,0.08333333333,1.664980627,0.001109987085,0.000224,0.000336,27.31887433,1.676852604,P24,8
13,1.801003337,0.3043478131,0.3812709153,1.581939816,0.5317725539,91.4185579,13.30192379,656.8888889,13.96166554,13.70272622,0.09625074768,0.2734273027,-0.2535312144,0.0305507538,0.25,0.8800478725,0.0008236082539,0.001648,0.00224,28.63953617,2.274682919,P24,8
14,1.831103683,0.2090301067,0.3494983315,1.489966512,1.051839471,94.74638471,10.80304968,632.4444444,20.25200708,10.60521514,-0.1134730499,0.3860418503,-0.999550886,0.163314644,0.1666666667,0.4260114776,0.0003288119247,0.000896,0.000848,27.94130565,2.06140354,P24,8
15,1.92976594,0.2575250864,0.3093645573,1.558528423,1.060200691,93.56652544,15.62049935,644.2352941,28.15921122,16.05822738,0.2260175363,0.4551839585,-0.7225445855,0.2480038496,0.1666666667,0.9930854229,0.0008110223225,0.0008213333333,8.00E-05,28.60517417,2.984052172,P24,8
16,1.809364557,0.269230783,0.409698993,1.49163878,0.6020066738,93.04970869,12.11707594,645.3333333,13.71988681,12.48057314,0.04334160002,0.5321906623,-1.550315794,0.1045832929,0.3333333333,1.214734886,0.002214348555,0.000832,0.0006030687125,27.07104683,1.461665601,P24,8
17,1.787625432,0.2909699082,0.3177257478,1.53511703,0.5401337743,90.55392304,17.32050808,662.5882353,25.64921739,17.88108871,0.1298663433,0.4275040418,-1.318800184,0.2773105377,0.1666666667,0.4887028979,0.0006147414343,0.001706666667,0.0001761174116,26.14938546,1.408016534,P24,8
1,1.836120367,0.3361203969,0.2826086879,1.531772614,0.5167223811,90.6797801,16.97056275,662.5882353,30.09787954,17.52712184,0.1280111093,0.5261895942,0.2902894941,0.1543987769,0.08333333333,2.410862124,0.001607241416,0.0002133333333,0.0008906666667,28.91650464,2.002894281,P24,9
2,1.812708974,0.321070224,0.3896321058,1.496655464,0.7725752592,93.86916743,9.701425001,639.1111111,9.851180215,9.988228366,0.1460304582,0.4524660832,0.009894068744,0.05767263762,0.08333333333,1.660381668,0.002032721269,0.0004266666667,0.0003893333333,29.08507969,2.608791753,P24,9
3,1.874581933,0.3143812716,0.284280926,1.515050173,0.5886287689,97.72561814,21.9518189,614.2222222,24.7803422,22.60661017,0.5614553413,0.8622853127,-0.5732015339,0.4583707749,0.1666666667,2.676524903,0.002875403527,0.0007626666667,0.001093333333,28.93251885,2.191072018,P24,9
4,1.714046836,0.1973244101,0.3093645573,1.518394589,0.5518394709,93.77173642,16.1245155,642.3529412,24.7813972,16.64531966,0.1458470135,0.4135022035,-1.163308558,0.6080782253,0.3333333333,1.506359444,0.00313684698,0.0009706666667,0.002570666667,28.19083378,2.005735259,P24,9
5,1.921404719,0.337792635,0.2474916428,1.545150518,0.7541806102,95.97628853,10.08201661,624.8888889,12.54117402,10.38097808,-0.1113308158,0.2120273185,0.9063369223,0.4487970638,0.1666666667,0.942992556,0.001153236746,0.0004693333333,0.0004266666667,28.42631443,1.439039837,P24,9
6,1.846153855,0.4080267549,0.2809364498,1.538461566,0.5133779049,92.5168198,10.58300524,650.8235294,23.14150842,10.93008082,-0.07424830339,0.5164621866,0.9089656334,0.4315803425,0.1666666667,0.8421768682,0.0006746352489,0.001589333333,0.0007306666667,28.29323515,1.762068706,P24,9
7,1.903010011,0.3511705697,0.4598662257,0.6571906209,1.622073531,88.30677263,19.6977156,680.9411765,37.82933813,20.17919721,-0.02046295236,0.8202014346,-0.6392883377,0.3420671592,0.1666666667,2.060483363,0.002776141844,0.005589333333,0.0005390260173,28.5293696,1.381715958,P24,9
8,1.866220713,0.3779264092,0.3394648731,1.607023358,1.091973186,88.6940065,13.7113092,675.7647059,25.63086375,13.69184672,-0.01805632904,0.4060191387,0.7040335661,0.218057496,0.1666666667,1.135187246,0.001727090217,0.003514666667,0.0008213333333,28.96695342,1.983483581,P24,9
9,1.867892981,0.337792635,0.3963210583,1.513377905,0.6755852699,89.10413148,14.60593487,677,14.56937427,15.11857892,0.1196610162,0.3906806762,0.378123266,0.08510454589,0.25,1.905942215,0.002696990464,0.0009066666667,0.0006666666667,28.67955373,2.209335914,P24,9
10,1.717391253,0.4749163985,0.4916388094,1.518394589,0.89464885,92.08837398,14.28285686,652.2352941,29.40988229,14.30151507,-0.09210220486,0.4226272318,-0.2052979538,0.07837250471,0.1666666667,1.300421461,0.000873053656,0.000352,9.60E-05,28.49767052,1.791275539,P24,9
11,1.750836134,0.3110367954,0.5066889524,1.585284233,0.7591972947,95.19317574,12.11707594,628.8888889,11.6865377,12.48057314,-0.1921404372,0.4788596233,-0.1500487391,0.136744646,0.1666666667,1.379842108,0.001109326692,0.001365333333,0.000352,27.86256774,2.039082606,P24,9
12,1.732441425,0.3695652187,0.4046822786,1.488294363,0.9782608747,92.53346888,11.96072003,648.8888889,17.54620418,12.32882801,-0.02481940725,0.3977284539,0.3913844271,0.2191138872,0.25,1.37395212,0.001955663598,0.001301333333,0.000688,28.11144847,2.167373892,P24,9
13,1.775919676,0.3528428078,0.5418060422,1.573578596,1.2107023,90.33754408,14,663.5294118,28.35074436,14.2267354,0.2221022888,0.5453788922,0.3432028249,0.1507664574,0.08333333333,0.5029344776,0.0003352896517,0.0001813333333,0.0009706666667,27.16386338,2.17250104,P24,9
14,1.775919676,0.4749163985,0.5702341199,1.60535121,1.214046836,93.64400951,13.01582747,641.7777778,17.47453797,13.4076361,0.01481077995,0.5072861707,-0.5799711576,0.2959650447,0.1666666667,1.471754878,0.001276383592,0.0004053333333,0.000288,27.5049683,1.794964901,P24,9
15,1.734113693,0.3244147301,0.3829431534,1.441471577,0.643812716,94.10501768,9.505416413,637.7777778,12.81339169,9.749811461,0.0882244845,0.4212013137,0.202526217,0.02500205605,0.08333333333,1.357198036,0.000904798691,0.000192,0.002346666667,28.1588062,2.187286313,P24,9
16,1.68394649,0.2759197354,0.3678929806,1.478260875,0.9916387796,96.94191925,12.42388591,619.1111111,19.23504427,12.72329961,0.09104279565,0.2986821487,0.3020133353,0.1871606488,0.1666666667,1.412718226,0.001154053404,0.000384,0.000272,27.5456303,1.560513884,P24,9
17,1.792642117,0.3511705697,0.3193979859,1.658862829,0.8244147301,95.10706922,10.4487545,632,9.505416413,10.75940081,0.09148580183,0.3380098554,0.5120392803,0.04484043362,0.1666666667,1.298107332,0.001358533035,0.0004533333333,0.000368,28.22639676,2.598632724,P24,9
18,1.704013348,0.4147157073,0.3160535097,1.637123704,1.2892977,90.73955195,12.16552506,662.1176471,23.41442492,12.4686273,0.2016160299,0.5266638298,0.6059086458,0.3961495582,0.08333333333,1.639696652,0.001093131101,0.0002346666667,0.0001066666667,27.54032096,2.110058652,P24,9
19,1.71906352,0.2742474973,0.4030100405,1.488294363,0.9280936718,90.70152459,14.4222051,661.6470588,23.79322692,14.56937427,0.002765492132,0.9102165589,-0.02350388294,0.09920751394,0.1666666667,5.107636597,0.003674230135,0.000496,0.000224,25.97054144,1.017857038,P24,9
1,2,0.08361203969,0.01672240719,1.948160529,0.538461566,117.4831971,23.74467359,513.4545455,62.48864832,22.9085137,-0.1221600614,0.4835943604,-0.02220299183,0.1316025129,0.25,1.080021315,0.001176601227,0.001893333333,0.0007306666667,45.62522949,4.270039764,P25,2
2,2,0.08193980157,0.1086956486,2,0.5,113.3392423,26.18614683,532.7272727,55.24161804,25.54995108,-0.2674044581,0.4083559079,0.1163084577,0.134309154,0.08333333333,0.05029163271,3.35E-05,0.000128,7.47E-05,44.9950364,2.670855771,P25,2
3,2,0.1321070194,0.04849498346,2,0.5083612204,118.4857252,11.18440473,506.7826087,13.98361548,11.29532716,-0.1467729606,0.6101966686,-0.3839119294,0.2474356091,0.1666666667,0.9551687287,0.0006489336309,0.000656,0.0001546666667,44.59593214,3.069566355,P25,2
4,2,0.1070234105,0.1789297611,2,0.07357859612,112.0467319,24.26520142,535.6190476,36.61485517,24.01403099,0.08797972414,0.2638888024,0.1591252834,0.2074945027,0.25,0.7879321674,0.0006092685891,0.00144,0.0003253333333,43.75502747,3.325284938,P25,2
5,2,0.2675585151,0.5284280777,1.996655464,0.4063545167,111.6755144,12.9467775,536.7272727,21.65130991,13.21471042,-0.182386816,0.7175972626,-1.230293723,0.297886023,0.25,1.779127204,0.002165319055,0.003877333333,0.001125333333,42.48900639,3.391969052,P25,2
6,2,0.08862876147,0.01672240719,2,0.07023411244,111.9704758,29.71868099,539.047619,61.88899433,29.36521394,-0.06720138806,0.8147512219,-1.352709318,0.3227481035,0.1666666667,0.117084584,0.0001528356508,0.0004853333333,0.000208,43.69786024,3.304962898,P25,2
7,2,0.5836120248,0.1170568541,2,0.07525083423,113.3757265,26.24427375,530.5454545,56.58935393,25.20770857,-0.1502227716,0.3773601709,-0.7325429427,0.09071271166,0.1666666667,0.4314339306,0.0003250565089,0.0007093333333,0.001594666667,43.56631226,2.962316438,P25,2
8,1.979933143,0.06856187433,0.07692307979,1.946488261,0.06020066887,116.1645735,17.2257735,518.2608696,27.49746665,17.05605731,-0.1421814503,0.5038485961,-1.109304746,0.1542034134,0.3333333333,1.065619516,0.001651130406,0.002714666667,0.001152,43.80081877,3.482801174,P25,2
9,2,0.02842809446,0.3846153915,2,0.0852842778,111.3609919,18.59032006,537.9047619,25.66301768,18.91365422,-0.0325745986,0.5110857819,0.1394741635,0.06841783677,0.08333333333,0.4576052645,0.0004229485477,0.001317333333,0.0004053333333,43.13520294,3.390128936,P25,2
10,2,0.1923076957,0,1.99163878,0.09030100703,112.7743295,26.06950417,534.1818182,65.54942618,24.8668837,0.04302913642,0.3478806316,0.5634281519,0.04239244621,0.4166666667,1.103935927,0.001097644762,0.001045333333,0.0006293333333,42.06398388,3.176294999,P25,2
11,2,0.1505016685,0.05685618892,2,0.08695652336,112.8077367,18.76166304,529.1428571,33.10934266,18.80649384,0.002292698386,0.5972793201,0.6862516664,0.05348297701,0.25,0.5430666514,0.0005034897536,0.000896,0.000346897932,44.62705598,3.77503592,P25,2
12,2,0.142140463,0.08695652336,2,0.08862876147,114.7811797,32.237216,521.8181818,47.80479789,32.3598811,-0.217673376,0.8107597444,0.7021089874,0.2289623629,0.1666666667,0.7945843376,0.0007554703822,0.001338666667,0.0003786666667,46.32925427,3.36473095,P25,2
13,1.974916339,0.003344481578,0.05518394709,1.988294363,0.05351170525,110.4772558,23.25510697,543.6190476,45.07602044,22.81642991,-0.2851279811,0.7536004534,0.6954176793,0.2256203053,0.08333333333,0.07379715287,4.92E-05,0.0001333333333,0.0004586666667,43.98077619,2.861365879,P25,2
14,1.976588607,0.06856187433,0.04515050352,2,0.06020066887,113.4508335,14.8593405,528.3809524,26.10455169,15.10663848,0.07332337162,0.2694959472,1.307299283,0.3125256606,0.1666666667,0.4728686319,0.000405070891,0.0008426666667,0.0002293333333,44.58990798,3.895380811,P25,2
15,1.983277559,0.06521739066,0.05852842703,1.971571922,0.0501672253,120.9868817,16.1807967,492.173913,27.27578375,16.29171303,0.08266090783,0.5300431409,-0.08610325049,0.1263992919,0.1666666667,0.2473317411,0.0002424088619,0.0004586666667,0.0005653333333,44.51251158,3.392901869,P25,2
16,2,0.06688962877,0.01839464903,2,0,114.4413337,32.984845,528,63.85698306,32.79024245,-0.03153054358,0.4693655716,-0.6427155243,0.2682069872,0.1666666667,0.9460069994,0.0006809314932,0.001482666667,0.000288,44.56575596,3.238951719,P25,2
17,2,0.1387959868,0.06187291071,1.998327732,0.06354515254,74.38689355,8.640987598,510.7692308,20.09209565,8,0.06787697165,0.1750113548,-0.04911047927,0.0408070022,0.1666666667,0.1103439167,0.000145894926,0.000464,0.001861333333,26.10715854,19.9816406,P25,2
1,2,0.01839464903,0.03177257627,2,0.01337792631,121.2730453,22.69160838,496,45.06157404,21.59044201,-0.1209571755,0.3796181065,0.5236615617,0.3866253314,0.1666666667,0.1071217547,7.14E-05,0.0001706666667,0.0001333333333,45.40564622,4.320557579,P25,3
2,1.993311048,0.02675585262,0,2,0.4581939876,110.7970397,26.35147055,542.0952381,46.29676529,26.12036914,-0.02706511713,0.6746085137,-0.08895529163,0.3917584928,0.1666666667,0.6692211344,0.0005393911567,0.0008053333333,0.0004426666667,45.50471368,3.752359279,P25,3
3,2,0,0.03678929806,2,0.4431438148,120.8163494,14.37168934,495.6521739,19.96043517,14.32341346,-0.002262640266,0.4919580332,-0.2675450126,0.1189525743,0.25,0.02253860289,3.00E-05,0.000256,0.0001226666667,44.75091417,3.491765423,P25,3
4,2,0.1003344506,0.07357859612,1.988294363,0.4832775891,124.5669539,19.59591794,481.6666667,33.44387468,18.98616097,0.0578053116,0.4360271995,-0.2510352681,0.09416909396,0.1666666667,0.457173874,0.0003624677668,0.0007626666667,0.00048,45.36973194,3.951349018,P25,3
5,2,0.01505016722,0.125418067,2,0.5267558694,115.9079843,20.05706146,518.9090909,36.30939678,20.41847903,-0.009598316603,0.6968644509,0.3105364394,0.194475396,0.1666666667,0.1348571951,0.0001352653599,0.00032,0.0008693333333,44.02684753,3.468780485,P25,3
6,1.989966512,0,0.07692307979,1.993311048,0.5551839471,117.3766921,16.56157342,511.6363636,28.8420088,16.51550498,0.04332844763,0.5063354491,0.006660553987,0.02646969014,0.1666666667,0.7606066079,0.0009866069619,0.001130666667,0.001029333333,46.05249332,3.817370641,P25,3
7,2,0.06020066887,0.1003344506,1.989966512,0.4916388094,113.660142,21.73432659,530.9090909,32.33589939,21.48753792,0.003804162411,0.2997497497,0.3330804582,0.1606926066,0.1666666667,0.1193821021,0.0001075244344,0.0002933333333,0.00016,43.6237129,3.768924323,P25,3
8,2,0.1137123778,0.05852842703,2,0.5133779049,119.7100171,15.15975534,499.826087,27.90837635,14.96662955,-0.08352074446,0.509531586,0.06489579887,0.1618903099,0.1666666667,1.330449726,0.0009559836522,0.001605333333,0.0006133333333,43.71420444,3.573360529,P25,3
9,2,0.1053511724,0.03511705622,2,0.5635451674,114.3109968,32.37871141,526.1818182,65.22316004,31.32624033,-0.1426514949,0.3546803409,0.05063704204,0.09817084028,0.1666666667,0.9020833592,0.001021491069,0.001952,0.001813333333,44.50367363,4.236397927,P25,3
10,2,0.01337792631,0.1220735759,1.969899654,0.5518394709,115.7019838,22.627417,518.1818182,36.61334178,22.32913962,-0.1669363246,0.6222779107,-0.4194397803,0.4778823329,0.25,0.8410542292,0.001119695632,0.002208,0.001562666667,42.17831522,3.34270379,P25,3
11,2,0.02508361265,0.05685618892,2,0.4297658801,116.5126295,20.94891746,513.0909091,35.46011722,20.53753822,-0.1078743375,0.347613083,0.09310756574,0.07272564168,0.1666666667,0.6991607086,0.0008555641905,0.002074666667,0.000944,44.75178063,3.720317771,P25,3
12,2,0.08193980157,0.071906358,2,0.5518394709,117.6443535,29.09545419,513.3913043,56.90960866,28.03337529,-0.04826853168,0.2500487737,0.3949541925,0.1451471303,0.1666666667,0.6254395239,0.0005451234071,0.001530666667,0.0005173333333,44.24811349,3.710516588,P25,3
13,2,0.03678929806,0.04849498346,2,0.5484949946,119.2368498,21.97519263,502.6086957,37.49635028,21.88043068,-0.1722498715,0.598396973,-0.07183994027,0.04200044217,0.1666666667,0.366901991,0.0004579891313,0.001264,0.0007466666667,45.18340113,3.247753834,P25,3
14,1.966555238,0.1170568541,0.02675585262,2,0.5033444762,113.3432464,19.43977268,529.8181818,28.78431511,19.67352584,-0.1570249886,0.4207562162,-0.03479154069,0.1301337738,0.1666666667,0.6464979699,0.0005555146252,0.001168,0.0004053333333,44.13322048,3.539108312,P25,3
15,1.923076868,0.06856187433,0.04849498346,1.944816113,0.4966555238,120.004619,15.15975534,500.173913,22.35183981,15.15061469,-0.2802582097,0.5804088867,-0.5033085999,0.1339857854,0.08333333333,0.07980008404,5.32E-05,0.00016,6.40E-05,44.8896456,3.851268785,P25,3
16,1.989966512,0.1354515105,0.02842809446,2,0.5501672029,117.3886698,17.71735764,512.3636364,34.78169395,17.94807325,0.001561206997,0.4152184421,-0.4008924999,0.3593334099,0.25,1.366157363,0.000974327376,0.001802666667,0.000592,45.70109072,4.568601366,P25,3
17,2,0.6739130616,0.3963210583,2,0.2541806102,112.0885539,15.2190357,535.6363636,21.73113951,15.59487095,-0.0001170133274,0.5161445576,-1.213382478,0.05341862487,0.1666666667,0.8551894695,0.0006076858253,0.001301333333,3.20E-05,41.76566659,2.484451854,P25,3
18,1.954849482,0.06020066887,0,2,0.269230783,99.32844098,17.98765008,539.3684211,40.20532099,16.34273439,-0.007616971248,0.5463168875,-1.445533649,0.4975019822,0.08333333333,0.04598490933,3.07E-05,0.0001333333333,0.000208,35.92364004,12.52214977,P25,3
1,2,0.08361203969,0.04849498346,2,0.5635451674,117.7965426,26.36014307,507.2727273,50.99596792,25.60952204,-0.1540197259,0.4875893222,0.84323074,0.3061466142,0.1666666667,0.292120421,0.0003530969854,0.0004746666667,0.0005066666667,43.8584189,3.965716754,P25,4
2,2,0.02842809446,0.02508361265,2,0.5133779049,113.9368155,33.84671328,526.0952381,45.8103752,33.53176028,-0.1013986225,0.2590389404,0.9067952829,0.07619402906,0.08333333333,0.399703703,0.0002664691353,0.0004426666667,0.0003306666667,44.39154023,3.711084055,P25,4
3,1.976588607,0.07692307979,0.0852842778,1.984949827,0.60535115,117.741013,16.09495632,506.9090909,25.12238442,16.26448073,-0.2162812461,0.4638065319,0.8546687543,0.182109847,0.1666666667,0.3952181408,0.0003364677095,0.0008586666667,0.000352,43.67260076,2.910485517,P25,4
4,2,0,0,1.96488297,0.5033444762,125.0799704,10.28295339,477.6666667,21.93798902,10.51405985,0.07123372974,0.4939822871,0.602189223,0.4951216846,0.3333333333,1.084224991,0.001519204482,0.002549333333,0.00064,44.06556412,4.874925698,P25,4
5,1.92976594,0.02341137081,0.05183946341,2,0.4866220653,116.1155874,23.80876189,517.0909091,43.64675201,23.11379716,-0.03221453319,0.810649948,-0.372711455,0.05202747826,0.1666666667,2.230103339,0.001534092315,0.002554666667,8.53E-05,44.40961222,3.661920513,P25,4
6,2,0.003344481578,0,2,0.5100334287,117.7960694,18.05810727,506.9090909,35.04950117,17.99894177,-0.0721809474,0.6700550327,-0.4892820491,0.08362451062,0.1666666667,2.206310777,0.00194538434,0.003765333333,0.000912,44.17214498,3.995561055,P25,4
7,1.909698963,0.09030100703,0.09866220504,1.926421404,0.4381271005,110.8169271,26.8923781,543.2380952,54.3119736,27.39496688,-0.1744872205,0.6650153446,-0.8302258984,0.05613201529,0.25,2.041689277,0.002474982698,0.004304,0.000512,45.58399933,3.5856252,P25,4
8,2,0.08361203969,0.06688962877,1.963210702,0.5468227267,120.9053759,13.32120661,494.2608696,20.1747308,13.38345557,-0.1063583411,0.5818690076,-0.9257380231,0.1516328618,0.3333333333,1.119539861,0.00167336959,0.002144,0.001126084056,46.39495407,3.117542578,P25,4
9,2,0.09698996693,0,2,0.4314381182,118.7034625,22.8952064,506.5454545,40.74628499,21.83226097,-0.1500731603,0.6943014867,0.01235758634,0.05215632874,0.08333333333,0.06026955702,4.02E-05,0.0001493333333,0.0001866666667,46.11024084,4.385681301,P25,4
10,2,0.06020066887,0,1.97324419,0.428093642,116.1284715,11.81678313,518.2608696,20.60277429,11.722624,-0.07508828754,0.4175286191,0.5278932403,0.08816189447,0.25,0.285892345,0.0004740036432,0.0006453333333,0.000128,45.77360195,3.705529787,P25,4
11,2,0.08862876147,0.04849498346,2,0.5836120248,123.4735812,10.93856361,485,21.59710125,11.1787489,-0.1224339326,0.8090002101,0.4528124831,0.2071187463,0.08333333333,0.02377529375,1.59E-05,0.000128,0.001146666667,46.72532934,3.36885143,P25,4
12,2,0.1137123778,0.07692307979,2,0.6120401621,121.1336086,22.36880945,493.2173913,35.41822402,21.65130991,-0.1367221008,0.703887961,-0.1754958054,0.3634577121,0.1666666667,0.08822290353,0.0001119199093,0.0002933333333,0.0002666666667,45.99970897,3.34702086,P25,4
13,2,0,0.04682274163,1.881270885,0.6304348111,123.8961485,11.44155107,483.4782609,20.15591401,11.56199177,-0.09958139237,0.7007174513,-0.7973550573,0.1630756362,0.1666666667,1.72250943,0.001191701808,0.00192,0.001082666667,46.02986273,3.314693265,P25,4
14,2,0.02508361265,0,1.988294363,0.4916388094,121.1899198,23.87848023,492.8695652,41.19940903,23.87848023,-0.07951150777,0.5522403387,-0.7334735252,0.08519755968,0.1666666667,0.7530398481,0.0005297868598,0.001317333333,0.0008746666667,44.32249924,3.845477581,P25,4
15,1.88628757,0.07023411244,0.01505016722,1.943143845,0.5,114.3476727,20.13289183,526.1818182,33.11687293,19.99619011,0.05857719441,0.3639561538,0.01848514577,0.06947336664,0.1666666667,0.798123575,0.0009116250098,0.001264,0.001002666667,44.38762738,3.855378563,P25,4
