,comfort,surprise,anxiety,calmness,boredom,ECG_Rate,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,EDA_Phasic_Mean,EDA_Phasic_Std,EDA_Tonic_Mean,EDA_Tonic_std,SCR_Onsets,SCR_Magnitude,SCR_Amplitude_Mean,SCR_RiseTime_Mean,SCR_RecoveryTime_Mean,Pupil_Mean,Pupil_Std,s_id,t_id
1,1.53511703,0.5150501728,0.4983277619,0.9732441306,1.458194017,93.6729387,16.34913202,642.2222222,16.64704728,16.84531703,0.1086099387,0.1111778828,0.5099941934,0.1577190652,0.08333333333,0.3197893865,0.0002131929243,0.0007146666667,0.0001813333333,50.10770264,4.686173113,P05,2
2,1.82441473,0.5033444762,1.025083661,0.4933110476,1.401337743,82.92724068,37.97543065,724.5,48.70318265,39.16850046,0.05786972871,0.1963246167,-0.4930626192,0.06854041103,0.08333333333,0.4958923161,0.0003305948774,0.002346666667,0.0001493333333,51.53500848,3.995601271,P05,2
3,1.866220713,0.4531772435,1.020066857,1.483277559,1.52675581,80.26557715,45.15370575,750.4,56.09787365,46.79814028,0.05395787012,0.1342984349,-0.3376063283,0.06760606569,0.1666666667,0.7130990702,0.0006654720118,0.0004906666667,0.000128,50.08901716,4.202677694,P05,2
4,1.842809319,0.2491638809,1.483277559,1.545150518,1.53511703,80.50644051,38.19947644,745.5,52.02819748,39.2927959,0.07357099453,0.1909822387,-0.5179363045,0.05467381384,0.08333333333,0.08049307175,5.37E-05,0.000176,6.93E-05,47.98634548,5.933136038,P05,2
5,1.857859492,0.5217391253,0.6822742224,1.406354547,1.655518413,76.49865163,43.76159187,785.1428571,77.42674666,43.10035992,0.1725323877,0.7853785881,0.1629613221,0.3474072795,0.25,2.947859533,0.002854591522,0.002752,0.000432,49.46953839,4.686227851,P05,2
6,1.857859492,0.5986621976,0.6421404481,1.11371243,1.64882946,76.36253801,36.92820477,786.2857143,70.8231042,38.0013495,0.04419437956,0.09824409876,-0.4517803721,0.1085792954,0.08333333333,0.1621254822,0.0001080836548,0.0001866666667,7.47E-05,50.06153989,4.526746053,P05,2
7,1.839464903,0.4615384638,1.660535097,0.8428093791,1.493311048,74.82170776,51.27302485,795.4285714,87.61955725,51.80634552,0.02407437703,0.1921060972,-0.401963555,0.08604069711,0.1666666667,0.4765385536,0.0005708983682,0.002896,0.0003093333333,49.77004211,4.959330514,P05,2
8,1.867892981,1.215719104,0.9782608747,1.428093672,1.588628769,78.52973956,47.8459065,764,67.20805812,49.46482822,0.1057644518,0.2025428954,-0.1636760566,0.1566307102,0.25,0.5048472697,0.0006592313695,0.00056,0.000272,52.58615845,5.067252619,P05,2
9,1.055183887,1.565217376,0.6020066738,1.046822786,0.5367892981,73.46778018,68.49592913,808.5714286,84.04917451,70.0124531,0.02948660112,0.1430153323,-0.1956932236,0.05523000184,0.08333333333,0.2954791188,0.0001969860792,0.00064,0.0001226666667,50.92194375,5.307520084,P05,2
10,0.9749163985,1.503344536,0.5602006912,0.5535116792,1.612040162,72.69837368,49.53113499,824,86.40987598,49.41353023,0.03097833246,0.2137785135,0.06374980824,0.1208180806,0.08333333333,0.2842717983,0.0001895145322,0.0002986666667,0.000112,49.96091759,5.384125559,P05,2
11,1.749163866,1.551839471,0.5819398165,1.466555238,1.610367894,73.07126678,54.21325413,822.8571429,76.91639531,55.6029883,0.004265266939,0.1718914229,0.2072311265,0.11619363,0.08333333333,0.1209254636,8.06E-05,0.0001866666667,5.33E-05,49.60762571,4.747789141,P05,2
12,1.742474914,0.5886287689,0.6103678942,1.657190681,1.807692289,72.4789878,39.06601907,827.4285714,65.57405008,39.66009426,0.0971141476,0.1039727781,-0.03895594524,0.1375517415,0.1666666667,0.4428716014,0.0005410750857,0.001610666667,0.000496,51.11991386,4.533524969,P05,2
13,1.89464879,0.4949832857,1.018394589,1.563545108,1.908026814,75.64402103,50.30369309,787.4285714,60.90309363,50.42587858,0.04557619003,0.1592055803,-0.5420468803,0.03608405737,0.1666666667,0.6025467476,0.0007525480607,0.00144,0.000432,48.74512241,5.266939496,P05,2
14,1.951505065,0.2240802646,1.031772614,1.578595281,1.887959838,75.29654446,49.86134621,796,50.27922036,51.41684848,0.03904031427,0.1141079022,-0.1238818717,0.07834466705,0.08333333333,0.1178575098,7.86E-05,0.0001546666667,8.53E-05,51.0781096,6.332861041,P05,2
15,2,1.672240853,1.510033488,0.5016722679,1.67558527,46.23246018,70.78337174,872,50.77682261,75.0060315,0.01258649351,0.01097468071,-0.1324815416,0.1006064683,0,0,0,0,0,31.16846771,21.89955137,P05,2
1,1.879598618,0.2274247557,0.9933110476,1.612040162,0.4448160529,82.89297467,37.40944622,724.5,65.44819835,38.70671161,0.1651492463,0.8716837815,1.471183861,0.2859938186,0.08333333333,3.168071295,0.002198827462,0.0007253333333,0.001045333333,50.42103662,4.682541441,P05,3
2,1.994983315,0.1086956486,0.4916388094,1.322742462,1.881270885,85.10038552,26.75817632,704.9411765,29.37786281,27.59226945,0.3217981429,2.00598661,1.103669269,0.6010824931,0.1666666667,8.103140295,0.006131619529,0.0004906666667,0.000656,52.17586901,5.390484633,P05,3
3,1.799331069,0.2090301067,0.6973243952,1.623745799,1.946488261,87.08473565,19.6977156,689.4117647,21.02099791,20.33715811,0.09176854015,0.1364404612,-0.03882700226,0.06732993501,0.08333333333,0.2329941893,0.0001553294595,0.001178666667,0,49.688618,5.544753809,P05,3
4,1.976588607,1.607023358,0.4414715767,1.389632106,1.821070194,85.21343289,35.23634487,707,41.50501978,36.43546153,0.04636503699,0.1205791241,-0.1461658576,0.04482549997,0,0,0,0,0,48.64386246,5.218506231,P05,3
5,1.938127041,0.60535115,1.555183887,0.9030100107,1.610367894,77.58501205,37.34013543,773.3333333,51.46242272,38.74515212,0.05149583939,0.1256566221,-0.1571381836,0.1182272872,0,0,0,0,0,47.71449476,4.486846118,P05,3
6,1.267558575,0.5284280777,0.6220735908,1.565217376,1.663879633,79.06622622,37.58419121,756.8,49.75827282,38.96236561,0.04311501843,0.1119448489,-0.2552622439,0.04005955058,0,0,0,0,0,51.33244632,4.124889631,P05,3
7,1.984949827,0.2909699082,0.586956501,1.754180551,2,76.12378039,45.41771935,782.8571429,69.87335482,46.74425784,0.06586153562,0.09795556542,-0.1908735398,0.08925146003,0,0,0,0,0.05036266667,49.09650309,4.54667918,P05,3
8,1.901337743,0.2859531641,1.630434752,1.687291026,2,75.00036685,50.49904797,792.5714286,63.18436307,51.99605508,0.07397174723,0.08377118734,-0.1902625624,0.04911985392,0.08333333333,0.2199169605,0.000146611307,0.000384,0.0001386666667,48.96226163,2.952718091,P05,3
9,1.588628769,0.3361203969,0.4481605291,1.411371231,1.698996663,75.70636265,59.05929224,789.8666667,76.64190076,60.63981211,0.1119784441,0.0860149702,-0.107312208,0.1687635751,0,0,0,0,0,51.34183973,4.820464046,P05,3
10,0.5886287689,1.565217376,1.593645453,0.6772575378,0.9096990228,80.87988989,43.86993764,740.2666667,54.07860241,44.395822,0.06409256593,0.1606483174,-0.6724099439,0.05132719636,0.08333333333,0.4221661418,0.0002814440945,0.001045333333,0.0002773333333,50.93802616,3.764519117,P05,3
11,1.531772614,1.46488297,1.496655464,0.6270902753,1.03511703,75.79862782,58.45182105,793.7142857,70.52705817,60.50047679,0.05374649065,0.1126090761,-0.4916769598,0.08292636736,0,0,0,0,0,51.46587732,5.543975832,P05,3
12,1.565217376,1.64882946,1.367892981,0.8411371112,1.021739125,77.71930451,50.68671283,772.8,61.21064333,52.54657798,0.07869492579,0.1168680693,-0.3862151888,0.09894845951,0.08333333333,0.3975448422,0.0002650298948,0.00088,0.0001386666667,48.65502491,5.364731569,P05,3
13,1.53511703,1.652173877,1.528428078,1.055183887,1.096989989,74.79054586,63.92303064,800.5714286,85.38574398,65.73918942,0.04707343245,0.107720025,-0.5400321481,0.042300621,0,0,0,0,0,50.56344826,6.176651894,P05,3
14,1.608695626,1.469899654,1.423076868,1.020066857,0.6638795733,80.89496311,50.18821717,743.4666667,55.4641025,52.05238275,0.1103302583,0.144333327,-0.4176644431,0.07715510608,0,0,0,0,0,52.69866152,5.16471163,P05,3
15,1.600334406,1.515050173,1.466555238,0.9230769277,0.9013378024,78.30658534,52.80692595,766.4,62.93397901,54.33635579,0.02454961984,0.1014274435,-0.4960457447,0.02551904455,0,0,0,0,0.005984,49.13662419,6.244285897,P05,3
16,1.290969849,1.52675581,1.561872959,0.9916387796,0.787625432,75.3908633,43.08131846,796.5714286,70.35483066,44.46836963,-0.004886480343,0.238812511,-0.2754440653,0.04753434378,0,0,0,0,0,53.91734218,5.038854547,P05,3
17,1.541805983,1.581939816,1.237458229,1.461538434,0.9983277321,74.52433859,38.81316192,810.2857143,51.0255269,39.66009426,0.01580436184,0.05684863662,-0.316730717,0.0300321355,0,0,0,0,0,51.80239942,6.122937687,P05,3
18,1.595317721,1.607023358,0.9096990228,1.252508402,1.52675581,47.52493644,44.12967903,802,50.18821717,44.88291647,0.02753057989,0.03958291891,-0.2271192549,0.1767813078,0,0,0,0,0,30.50020618,23.65100583,P05,3
1,1.88628757,0.5434782505,0.4414715767,1.740802646,1.518394589,81.71807611,43.45112196,733.3333333,64.04760135,43.66103199,0.1422465346,0.2402102057,1.722388173,0.2415286616,0.08333333333,0.4140337755,0.000276022517,0.000448,0.00016,50.21775571,6.220187744,P05,4
2,1.819398046,0.3578595221,0.9381271005,2,1.700668931,83.73808849,26.85268453,719,43.61039631,27.78968634,0.1555611731,0.4793137145,0.5229965931,0.09148195321,0.1666666667,1.330477963,0.001392369374,0.0006133333333,0.001696,50.79267943,5.326592661,P05,4
3,1.963210702,0.2892976701,1.182274222,1.725752473,1.7107023,79.78587381,33.19208167,750.4,36.80993655,34.31720166,0.1206534876,0.2201030273,0.4260161605,0.1413082425,0.1666666667,0.6485365468,0.0006963437118,0.001141333333,0.000128,50.9367644,3.635271309,P05,4
4,1.968227386,0.2909699082,0.8695651889,1.591973186,1.642140508,83.7094022,43.37741348,719,46.63618052,44.89649472,0.07278332268,0.219033536,0.09201702377,0.2072633818,0.1666666667,0.4569885383,0.000496081676,0.0006613333333,0.000288,53.10441088,4.450834599,P05,4
5,0.7993311286,0.5133779049,1.048494935,1.739130378,1.556856155,79.48952605,49.08302005,756.8,59.85124417,50.51645364,0.06564618543,0.15904437,-0.3392289835,0.04596239998,0.1666666667,0.8241291226,0.0007791266843,0.001210666667,0.000576,50.58954331,5.818719684,P05,4
6,1.533444762,1.528428078,1.056856155,0.8963210583,1.016722441,77.21701961,34.08586443,780.5714286,57.57899495,33.96529148,0.06159434994,0.1767719384,-0.067088622,0.07628460985,0.1666666667,0.4368337946,0.0003496679975,0.0003626666667,0.0006506666667,48.60584699,3.874288542,P05,4
7,1.847826123,0.6086956263,0.6454849243,1.162207365,1.610367894,77.34121552,29.23794013,778.1333333,53.1921942,29.34598462,0.0990176753,0.1639331416,-0.09886503625,0.07033270744,0.08333333333,0.6231016042,0.0004154010695,0.0009866666667,0.000208,49.62423513,5.142391661,P05,4
8,1.903010011,0.6070234179,1.165551782,1.744147182,1.678929806,79.61037259,41.45910205,757.8666667,51.44465357,42.61352001,0.1045380623,0.1398271883,-0.2215288274,0.07676708655,0.1666666667,0.795624149,0.0008139291546,0.002421333333,0.001258666667,47.93394563,2.781434599,P05,4
9,1.854515076,0.214046821,0.409698993,1.717391253,1.540133834,78.6986986,41.6241688,764.8,60.91117655,42.9955275,0.08801889002,0.1684948061,-0.440322286,0.06778792014,0.1666666667,0.5082696079,0.0005270552634,0.0008213333333,0.000864,51.0459459,3.545338752,P05,4
10,1.834448218,0.5618728995,0.8143812418,1.7892977,1.71906352,82.87832788,42.38238628,726.5,41.43750314,43.83866526,0.07270918885,0.2194569137,-0.5262553681,0.0662901112,0.08333333333,0.9258137228,0.0006172091485,0.000544,0.00016,51.72646118,5.167700129,P05,4
11,1.996655464,1.525083661,0.7959865928,1.655518413,1.610367894,79.30816368,42.49369701,759.4666667,49.63562469,44.0938061,0.1455383575,0.2451136609,-0.5268929066,0.1552519142,0.25,0.6751797194,0.001067645173,0.002688,0.000656,50.09254218,4.218606382,P05,4
12,1.916387916,1.754180551,0.7441471815,1.471571922,1.548494935,75.15355063,47.63967319,801.1428571,70.85288892,49.48141324,0.09647131471,0.1765815,-0.6127241842,0.081795355,0.1666666667,0.8554712443,0.0009846520915,0.0008853333333,0.000128,48.04540821,4.757649427,P05,4
13,1.953177214,1.827759147,0.4665551782,1.693979979,0.9749163985,77.28024784,52.45950819,776.5333333,50.54823251,54.1158708,0.08340312604,0.1801438265,-0.657510049,0.08280854782,0.1666666667,0.3719800308,0.0004019627752,0.000736,0.0004,51.52209825,4.086490452,P05,4
14,1.978260875,1.799331069,0.4347825944,1.33277595,1.018394589,75.9984678,55.79554514,789.8666667,57.16875604,57.75278881,0.0789149383,0.2417473165,-0.6320694667,0.111080839,0.1666666667,1.078329558,0.001229816371,0.001125333333,0.000144,52.52834872,4.566204378,P05,4
15,1.954849482,1.821070194,1.103678942,0.5418060422,0.6956521869,73.30006068,64.91019437,829.5384615,98.05492966,67.43796251,0.1012217487,0.2691565449,-0.4201193672,0.1742095187,0.1666666667,0.3952061745,0.000290355136,0.0003786666667,0.0001226666667,47.6662299,5.404113593,P05,4
16,1.849498272,1.869565248,1.518394589,0.6973243952,0.3545150459,77.58590966,55.30176954,776,57.13142743,57.36177845,0.1173177022,0.1093947353,-0.5475381155,0.1049306574,0.08333333333,0.5538234162,0.0003692156108,0.0005386666667,0.0001226666667,51.11093261,4.863864374,P05,4
17,1.984949827,0.2257525027,0.9381271005,1.697324395,0.4598662257,75.40962042,46.85821494,799.4285714,49.46127356,48.77157642,0.01726881427,0.2170572044,-0.5689352649,0.03575566261,0.1666666667,0.8497206372,0.0007153116593,0.001045333333,9.07E-05,50.24110954,4.939837502,P05,4
18,2,1.61371243,1.630434752,0.7391304374,0.4147157073,73.01913469,60.044428,821.5384615,59.90077265,62.57504585,0.01020445175,0.1619426237,-0.3724471507,0.0260959285,0.1666666667,0.3474217667,0.0002316145111,0.000352,0.0003466666667,50.10334399,5.115933433,P05,4
19,1.976588607,1.678929806,0.662207365,1.511705637,1.530100346,43.8302863,29.21186973,825.1428571,25.893555,29.79037876,0.01584858587,0.03166028046,-0.2987989123,0.248382862,0,0,0,0,0,29.67882594,24.65481243,P05,4
1,1.951505065,0.4063545167,0.4765886366,1.468227386,1.882943153,82.72620271,31.92849153,729.6,52.7376255,33.08596861,0.08370476532,0.1424500906,1.139510072,0.04808709826,0.08333333333,0.3771483158,0.0002514322105,0.0005013333333,0.000128,31.29663468,14.63554502,P05,5
2,1.411371231,1.78093648,1.11371243,1.625418067,1.662207365,84.33166571,26.04611295,714,20.13289183,26.90937171,0.07742570031,0.151477379,0.9859451775,0.1314033079,0.1666666667,0.5905995997,0.0005256909733,0.0007786666667,0.0002773333333,33.65103368,16.01808533,P05,5
3,1.908026814,1.150501728,1.461538434,1.755852818,1.540133834,79.70936541,56.56854249,758.4,76.56631113,58.69196924,0.105625887,0.2691460872,0.4633752344,0.039050729,0.1666666667,0.7955622703,0.001018227344,0.0012,0.0008906666667,34.10283546,16.22054021,P05,5
4,1.936454892,1.874581933,0.4916388094,1.642140508,0.89464885,79.15981089,32.84596083,763.2,36.76022695,34.00323191,0.08306417352,0.2731346853,0.3883669843,0.04925965129,0.25,0.9558360398,0.001374557985,0.001088,0.001056,37.12028891,17.00200821,P05,5
5,1.312708974,0.5401337743,0.518394649,1.698996663,1.79765892,80.21668798,46.8432035,750.9333333,53.31237684,48.61148962,0.06964929879,0.2141736379,0.3784434547,0.0893937535,0.1666666667,0.4306008997,0.0005577889781,0.0008213333333,0.0005653333333,37.36693858,14.1611149,P05,5
6,1.392976642,1.030100346,0.3494983315,1.488294363,1.887959838,78.09787171,49.51456662,766.2857143,59.88120107,50.75026841,0.08536177971,0.1528095961,0.1735979255,0.05012976203,0.25,0.4808332432,0.0008093110811,0.0009173333333,0.000368,34.5814758,15.01955498,P05,5
7,1.847826123,1.03511703,0.1538461596,1.588628769,2,84.03600465,40.31873014,714.5,43.59510676,41.28968509,0.1173254618,0.4776958355,0.4452854708,0.1729487533,0.25,1.883955521,0.001568407591,0.0008533333333,0.0007093333333,31.7970479,13.20991004,P05,5
8,0.9230769277,0.4765886366,1.302675605,1.92976594,1.949832797,73.91784754,52.91502622,806.7692308,57.21036306,53.98540768,-0.03268825434,0.2544442478,0.5428967368,0.1146909599,0.1666666667,1.451912793,0.001083995831,0.000928,0.000144,26.94223536,11.71347549,P05,5
9,1.984949827,0.2892976701,1.130434752,1.785953164,1.802675605,75.29914419,50.46073438,796.2666667,55.4146276,52.36222109,0.04943306134,0.2823749763,0.6173522317,0.266054908,0.1666666667,1.242835168,0.001495337695,0.001834666667,0.0001334222815,30.67777087,11.22580133,P05,5
10,1.949832797,1.938127041,0.556856215,1.842809319,1.914715767,78.0554429,67.9159144,772.8,54.99506471,70.4572195,0.04687487302,0.3182548845,-0.5802822553,0.2390521347,0.1666666667,1.046723267,0.00123873393,0.001221333333,0.001434666667,34.22871718,12.60535238,P05,5
11,1.989966512,1.939799309,0.9849498272,1.061872959,1.953177214,76.5906426,35.96823996,785.6,54.61135413,37.32129581,-0.08153299125,0.2062463069,-0.8583277459,0.2418847109,0.1666666667,0.06890709937,4.59E-05,0.0001386666667,0.001205333333,30.89240692,11.94043787,P05,5
12,1.968227386,1.560200691,0.7742474675,1.451505065,1.911371231,77.60711773,53.15207293,774.9333333,89.84388577,54.83882478,-0.0283712885,0.2959269543,-0.6309253285,0.1424648404,0.3333333333,0.7449232303,0.001486257869,0.001301333333,0.0004746666667,30.44658606,12.26684056,P05,5
13,1.904682279,1.826086998,1.505016685,1.200668931,1.983277559,79.53321954,54.46886398,758.4,61.24050947,56.44719403,0.06220562688,0.1745173553,-1.29403122,0.04508325309,0.25,0.6471024413,0.001122841784,0.001733333333,0.00112,31.98464632,13.25916384,P05,5
14,1.901337743,0.3695652187,1.546822786,1.478260875,1.770902991,84.17945616,35.65763125,719.5,37.6899633,36.09089055,0.0981159962,0.2415303433,-0.6304832342,0.2706698111,0.25,0.5400716203,0.0006650973145,0.0008533333333,0.001061333333,35.58367554,13.78561587,P05,5
15,1.926421404,0.2006689012,0.4548495114,1.516722441,1.795986652,77.35138064,68.31858145,779.2,76.95935848,70.87521925,0.04178573383,0.3281408073,-0.4312802932,0.08797639155,0.25,0.790822645,0.001000289057,0.001173333333,0.0005386666667,34.14614927,12.31449676,P05,5
16,1.871237516,0.4715718925,1.31605351,1.618729115,1.867892981,74.48101326,69.13976925,806.8571429,87.73987528,71.93729463,0.06884440587,0.1673400784,-0.6451641892,0.08796100157,0.1666666667,0.6865168663,0.0007704868269,0.001242666667,0.002597333333,33.04803095,13.39413795,P05,5
17,1.891304374,0.1822742522,0.5418060422,1.740802646,1.530100346,77.81093486,51.53639491,774.4,42.35361344,53.39959254,-0.0276426051,0.2210066376,-1.173875965,0.03092789785,0.1666666667,0.4412483094,0.0002941655396,0.0003093333333,0.000128,33.04578063,11.1998702,P05,5
18,1.936454892,1.745819449,0.265886277,1.986622095,1.575250864,76.99857055,44.12967903,780.2666667,61.14089895,45.7955322,0.1008795601,0.225603371,-0.7077606968,0.1156404955,0.25,0.6521314519,0.001292285155,0.001109333333,0.00118478986,33.50563184,14.60465211,P05,5
19,1.983277559,0.2274247557,0.5016722679,1.89464879,1.88628757,69.79916661,36.36848453,756.3076923,38.86597616,37.88339366,0.01813933559,0.1769538605,-0.9486716624,0.3573708043,0.1666666667,0.4402529634,0.0003792038628,0.0004426666667,0.0005813333333,29.02850951,15.18853819,P05,5
1,1.891304374,0.0501672253,0.269230783,1.670568585,1.959866166,80.38752656,50.14265364,757.8666667,82.72317577,51.91370693,-0.05483857185,0.2218542709,1.52126793,0.1953983455,0.1666666667,0.4873290174,0.0005625427749,0.0008533333333,0.001061333333,56.01535947,6.139937444,P05,6
2,1.881270885,0.3678929806,0.7056856155,1.545150518,1.817725778,85.73745415,33.87821325,703,40.98780306,34.95847877,0.1833560411,0.2638287803,1.153817521,0.2487476898,0.08333333333,0.3270036995,0.0002180024664,0.0001386666667,0.000192,54.73640888,5.03106773,P05,6
3,1.861204028,1.292642117,0.9331103563,1.513377905,1.650501728,82.44708545,45.75712279,732.2666667,55.00060606,47.46959698,0.2590596675,0.5034003284,0.551114984,0.1391681296,0.25,1.310420791,0.001250225525,0.001290666667,0.0003413333333,51.0067722,4.965629106,P05,6
4,1.928093672,1.53511703,0.8528428078,1.707357883,1.857859492,77.29225453,54.67827983,779.2,79.35741931,56.74233259,0.06836393148,0.3185438389,0.2347926669,0.1852115279,0.3333333333,0.4327322971,0.0008202533826,0.0009706666667,0.0008373333333,47.78921452,6.07779857,P05,6
5,2,1.571906328,0.5585284233,1.794314384,1.879598618,75.16721377,65.85765536,802.2857143,102.9977062,67.45786909,0.08527633451,0.1917994842,0.1170442791,0.1226562291,0.25,0.798363762,0.001108477396,0.002202666667,0.000768,49.71810638,4.696228842,P05,6
6,1.979933143,0.749163866,0.5033444762,1.7892977,1.556856155,76.16005301,50.83911274,792.5714286,73.75397177,52.03549085,0.150750613,0.2481208087,-0.09506894774,0.08588863241,0.1666666667,0.8226007854,0.001023955329,0.001424,0.0007466666667,50.23142041,3.933067033,P05,6
7,1.918060184,1.110367894,0.3996655643,1.658862829,1.586956501,79.38540649,58.08368347,759.4666667,69.57613165,60.22959734,0.01877470926,0.2230263689,-0.2765379362,0.03395365159,0.25,0.8298322739,0.0007775715282,0.0008906666667,0.000288,50.55018897,4.71638387,P05,6
8,1.918060184,1.744147182,0.3344481587,1.33277595,1.787625432,82.02134526,49.09854037,734,61.93329745,50.67468608,0.03035791278,0.2212392459,-0.3647369302,0.06945771121,0.25,0.9546829472,0.001171398093,0.001845333333,0.000192,51.1628798,5.257333115,P05,6
9,1.971571922,1.334448218,0.3411371112,1.632107019,1.259197354,80.84496549,41.20841338,744.5,61.09882705,42.64046815,0.08942178293,0.1576910398,-0.6117437768,0.1243720429,0.3333333333,0.3622179539,0.0007482912259,0.000912,0.0006613333333,50.34375572,4.2934377,P05,6
10,2,1.757525086,1.083612084,1.095317721,1.14046824,73.35681023,60.96657344,818.8571429,94.27199367,62.01405961,0.06696968136,0.1916605414,-0.9018037024,0.05660891645,0.25,0.8712504325,0.0009451427926,0.001664,0.0006026666667,49.47408907,3.611068815,P05,6
11,0.9866220951,1.314381242,0.6220735908,0.8461538553,1.511705637,75.60747493,48.7631639,798.2857143,50.41890453,50.75026841,0.03256612189,0.2577438943,-0.7048462452,0.07283200479,0.25,1.033525649,0.001597223489,0.001605333333,0.000368,49.19872693,5.725208618,P05,6
12,1.187291026,0.5066889524,0.2759197354,1.237458229,1.928093672,76.6349388,60.96657344,787.4285714,75.35527574,63.37515488,0.09791371227,0.1706978948,-0.1071383891,0.1117711687,0.25,0.2337807179,0.0003709943189,0.0006133333333,0.0003413333333,51.0344859,4.377351097,P05,6
13,1.928093672,0.2491638809,0.6705685854,1.652173877,1.79765892,74.12289661,47.83304297,812.3076923,64.13447411,48.53739577,0.03939352731,0.1284371862,-0.4896126636,0.009336342951,0.1666666667,0.8743037767,0.0006901190289,0.001349333333,9.60E-05,46.7305707,4.290743636,P05,6
14,1.951505065,0.1806020141,0.6956521869,1.682274222,2,72.36475828,50.80682369,828.3076923,90.83995506,47.49226412,0.03795044675,0.1764203293,-0.5888732026,0.08067506587,0.1666666667,0.7872129442,0.0006300085828,0.000816,0.0006826666667,47.26998232,3.646569197,P05,6
15,1.911371231,0.3913043439,0.3712374568,1.844481587,1.138795972,75.95496846,49.81195408,789.7142857,87.54728707,50.54776873,0.0715033267,0.1038671291,-0.5912618499,0.09429399852,0.25,0.4895538842,0.0007975721862,0.001152,0.003322666667,48.06503614,5.594068441,P05,6
16,1.61371243,1.389632106,0.2491638809,1.545150518,0.8812708855,77.28771979,37.52332608,778.1333333,50.81881916,38.86748408,0.03675235542,0.2229982062,-0.4244252645,0.07405430246,0.1666666667,0.6870840129,0.0007218938489,0.0007306666667,0.00072,50.31008903,4.522686953,P05,6
17,1.996655464,1.556856155,0.5050167441,0.943143785,1.653846145,76.86890017,54.89009999,782.2857143,77.63764806,56.90117389,0.02213078359,0.1792837257,-0.3447486689,0.02557302997,0.25,0.6809373213,0.0009223435479,0.001205333333,0.0008373333333,50.4529181,4.23795853,P05,6
18,1.958194017,1.409698963,0.5133779049,1.392976642,1.665551782,81.70286325,43.55620343,740.8,63.12255653,45.1030566,0.02259544928,0.2387265055,-0.3087920036,0.02296616562,0.25,0.8381524484,0.001211904615,0.001093333333,0.0005386666667,49.67535065,4.897376527,P05,6
19,1.954849482,0.2742474973,0.4799331129,1.424749136,1.884615421,87.52942603,46.47580015,687.0588235,37.93492881,47.9888876,0.1263407264,0.2923874702,-0.4317761938,0.2320929612,0.3333333333,0.7177490093,0.001473494618,0.003050666667,0.0003951935915,51.88868234,4.804620369,P05,6
20,1.807692289,0.7391304374,0.4648829401,1.839464903,1.698996663,72.43412705,39.12897805,782.8571429,31.04056191,40.60061892,0.01706035208,0.1207572996,-1.138374981,0.2872362214,0,0,0,0,0,42.39728972,10.9030502,P05,6
1,1.954849482,0.3076923192,0.3127090335,1.593645453,1.924749136,84.48186032,27.40316283,712.5,38.80549789,28.01904114,-0.0158408179,0.446432103,0.2361722188,0.05795629714,0.1666666667,0.5205567203,0.000595595358,0.0004266666667,0.0004693333333,48.43675927,5.75760513,P05,7
2,1.951505065,1.073578596,0.5250836015,1.489966512,1.844481587,81.66749122,34.00840232,739.2,33.09553272,35.24732084,0.1033863427,0.4618491087,0.4567164003,0.07079936017,0.1666666667,2.212258854,0.002542377646,0.0004746666667,0.0002666666667,50.39700648,6.035153076,P05,7
3,2,0.2859531641,0.4197324514,1.42976594,1.695652127,83.85950474,94.02735164,717.8666667,85.06624869,97.57679421,0.1439810903,0.4495064239,0.4953127679,0.0960922247,0.25,2.181785688,0.002672098838,0.001397333333,0.0005386666667,51.44127692,5.054685417,P05,7
4,1.876254201,1.536789298,0.1070234105,1.602006674,1.016722441,78.97684207,39.30830519,762.1333333,53.10618294,40.7231338,0.267746487,0.4998253926,0.1438719324,0.1538630875,0.1666666667,2.080802696,0.002100581357,0.0008373333333,0.0003946666667,52.07634108,5.960919815,P05,7
5,1.993311048,0.3394648731,0.3545150459,1.658862829,1.79765892,77.85763704,55.02447008,776,82.72289238,57.23903993,0.09667461624,0.9196385096,0.1888918244,0.4140425424,0.25,3.04482882,0.002587978712,0.000976,0.0004373333333,52.08439109,4.385460955,P05,7
6,2,0.3010033369,0.2959866226,1.68394649,0.9598662257,82.95496347,52.97978051,729.0666667,70.32116798,54.34929764,0.07247650081,0.4554443888,0.6533572373,0.06698285673,0.25,1.00631025,0.001065274506,0.0005866666667,0.0007893333333,53.36909238,5.377792153,P05,7
7,1.944816113,0.3545150459,0.4799331129,1.745819449,1.056856155,80.23147527,30.46309242,752,40.90406896,31.60748277,0.04624967756,0.4493766257,0.4504949576,0.09913016057,0.25,1.167389324,0.001356744638,0.001616,0.001024,49.98426108,3.161594264,P05,7
8,1.889632106,0.4665551782,0.302675575,1.468227386,1.68394649,76.56158843,45.20429815,782.9333333,43.9081292,46.87697249,0.07993925209,0.3280436768,0.7390870378,0.1881116632,0.3333333333,0.9137552396,0.001875654339,0.0006773333333,0.0006026666667,51.27749295,4.337070689,P05,7
9,2,0.06688962877,0.4866220653,1.466555238,1.152173877,77.28932578,57.21753362,783.4285714,56.95573759,59.52288937,0.01872393028,0.5949452022,0.6123120495,0.07366290254,0.1666666667,1.203687605,0.001479090544,0.000688,0.000592,52.61955394,2.748655108,P05,7
